SOURCELONG:Complete Divine	SOURCESHORT:CD	SOURCEWEB:http://www.gozzilioni.net										
#												
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOS	FINE
# Class Name req	Requirements	FINE										
# Class Name 3	Skill Pts/Lvl (STARTSKILLPTS)	Class Skill (CSKILL)	Spell Statistic (SPELLSTAT)	Spell type (SPELLTYPE)	Spellbook (SPELLBOOK)	knowspell (KNOWNSPELLS)	spell level increases (BONUS:CASTERLEVEL)	define class variables (DEFINE:variable|value	FINE			
#(level number)	ADD:SPELLCASTER o CAST	FEATAUTO proficiency	(FEATAUTO)	(SA)	(SA)	(DOMAIN)	(BONUS)			(DEFINE)		
CLASS:Favored Soul	HD:8	TYPE:Base.PC	ABB:Fso	MAXLEVEL:20	SOURCEPAGE:CD	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/3*4|TYPE=Base.REPLACE			
CLASS:Favored Soul	PREDEITY:1,Y											
CLASS:Favored Soul	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Jump|Knowledge (Arcana)|TYPE.Profession|Sense Motive|Spellcraft										
CLASS:Favored Soul	SPELLSTAT:CHA	SPELLTYPE:Divine	MEMORIZE:NO		BONUS:CASTERLEVEL|Favored Soul|CL	SPELLLIST:1|Cleric	BONUS:DC|CLASS.Favored Soul|(WIS-CHA)					
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Favored Soul|!PREABILITY:1,CATEGORY=ACF,TYPE.FavoredSoulProficiencies
#												
1	CAST:5,3	KNOWN:4,3										
2	CAST:6,4	KNOWN:5,3										
3	CAST:6,5	KNOWN:5,4				BONUS:ABILITYPOOL|Deity Weapon Proficiency|1						
4	CAST:6,6,3	KNOWN:6,4,3										
5	CAST:6,6,4	KNOWN:6,5,3					BONUS:ABILITYPOOL|Favored Soul Resistance|1					
6	CAST:6,6,5,3	KNOWN:7,5,4,3										
7	CAST:6,6,6,4	KNOWN:7,6,4,3										
8	CAST:6,6,6,5,3	KNOWN:8,6,5,4,3										
9	CAST:6,6,6,6,4	KNOWN:8,6,5,4,3										
10	CAST:6,6,6,6,5,3	KNOWN:9,6,6,5,4,3					BONUS:ABILITYPOOL|Favored Soul Resistance|1					
11	CAST:6,6,6,6,6,4	KNOWN:9,6,6,5,4,3										
12	CAST:6,6,6,6,6,5,3	KNOWN:9,6,6,6,5,4,3				BONUS:ABILITYPOOL|Deity Weapon Proficiency|1	BONUS:VAR|WeapSpecQualify|CL					
13	CAST:6,6,6,6,6,6,4	KNOWN:9,6,6,6,5,4,3										
14	CAST:6,6,6,6,6,6,5,3	KNOWN:9,6,6,6,6,5,4,3										
15	CAST:6,6,6,6,6,6,6,4	KNOWN:9,6,6,6,6,5,4,3					BONUS:ABILITYPOOL|Favored Soul Resistance|1					
16	CAST:6,6,6,6,6,6,6,5,3	KNOWN:9,6,6,6,6,6,5,4,3										
17	CAST:6,6,6,6,6,6,6,6,4	KNOWN:9,6,6,6,6,6,5,4,3		ABILITY:Special Ability|AUTOMATIC|Wings			MOVE:Fly,60					
18	CAST:6,6,6,6,6,6,6,6,5,3	KNOWN:9,6,6,6,6,6,6,5,4,3										
19	CAST:6,6,6,6,6,6,6,6,6,4	KNOWN:9,6,6,6,6,6,6,5,4,3										
20	CAST:6,6,6,6,6,6,6,6,6,6	KNOWN:9,6,6,6,6,6,6,6,5,4		ADD:ABILITY|1|Special Ability|VIRTUAL|Silver Damage Reduction,Cold Iron Damage Reduction			BONUS:ABILITYPOOL|Favored Soul Resistance|1
#												
CLASS:Shugenja	HD:6	TYPE:Base.PC.Oriental	ABB:Shu	MAXLEVEL:20	SOURCEPAGE:CD	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE			
CLASS:Shugenja		ALLOWBASECLASS:NO	BONUS:DOMAIN|NUMBER|1									
CLASS:Shugenja	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|TYPE.Knowledge|TYPE.Profession|Spellcraft	SPELLSTAT:CHA	SPELLTYPE:Divine	MEMORIZE:NO	SPELLLIST:1|Shugenja	BONUS:CASTERLEVEL|Shugenja|CL					
#												
SUBCLASS:Fire Shugenja	COST:1	CHOICE:DESCRIPTOR|Fire				SPELLLIST:1|Fire Shugenja						
SUBCLASSLEVEL:1		KNOWN:2,1				DOMAIN:Order of the Consuming Flame|Order of the Ineffable Mystery						
SUBCLASSLEVEL:2		KNOWN:3,1										
SUBCLASSLEVEL:3		KNOWN:3,2										
SUBCLASSLEVEL:4		KNOWN:3,2,1										
SUBCLASSLEVEL:5		KNOWN:4,2,1										
SUBCLASSLEVEL:6		KNOWN:4,2,1,1										
SUBCLASSLEVEL:7		KNOWN:4,3,2,1										
SUBCLASSLEVEL:8		KNOWN:4,3,2,1,1										
SUBCLASSLEVEL:9		KNOWN:5,3,2,2,1										
SUBCLASSLEVEL:10		KNOWN:5,3,2,2,1,1										
SUBCLASSLEVEL:11		KNOWN:5,3,3,2,2,1										
SUBCLASSLEVEL:12		KNOWN:5,3,3,2,2,1,1										
SUBCLASSLEVEL:13		KNOWN:5,3,3,2,2,2,1										
SUBCLASSLEVEL:14		KNOWN:5,3,3,2,2,2,1,1										
SUBCLASSLEVEL:15		KNOWN:5,3,3,2,2,2,2,1										
SUBCLASSLEVEL:16		KNOWN:5,3,3,2,2,2,2,1,1										
SUBCLASSLEVEL:17		KNOWN:5,3,3,2,2,2,2,2,1										
SUBCLASSLEVEL:18		KNOWN:5,3,3,2,2,2,2,2,1,1										
SUBCLASSLEVEL:19		KNOWN:5,3,3,2,2,2,2,2,2,1										
SUBCLASSLEVEL:20		KNOWN:5,3,3,2,2,2,2,2,2,2										
#												
SUBCLASS:Water Shugenja	COST:1	CHOICE:DESCRIPTOR|Water				SPELLLIST:1|Water Shugenja						
SUBCLASSLEVEL:1		KNOWN:2,1				DOMAIN:Order of the Forbidding Wasteland|Order of the Gentle Rain|Order of the Ineffable Mystery						
SUBCLASSLEVEL:2		KNOWN:3,1										
SUBCLASSLEVEL:3		KNOWN:3,2										
SUBCLASSLEVEL:4		KNOWN:3,2,1										
SUBCLASSLEVEL:5		KNOWN:4,2,1										
SUBCLASSLEVEL:6		KNOWN:4,2,1,1										
SUBCLASSLEVEL:7		KNOWN:4,3,2,1										
SUBCLASSLEVEL:8		KNOWN:4,3,2,1,1										
SUBCLASSLEVEL:9		KNOWN:5,3,2,2,1										
SUBCLASSLEVEL:10		KNOWN:5,3,2,2,1,1										
SUBCLASSLEVEL:11		KNOWN:5,3,3,2,2,1										
SUBCLASSLEVEL:12		KNOWN:5,3,3,2,2,1,1										
SUBCLASSLEVEL:13		KNOWN:5,3,3,2,2,2,1										
SUBCLASSLEVEL:14		KNOWN:5,3,3,2,2,2,1,1										
SUBCLASSLEVEL:15		KNOWN:5,3,3,2,2,2,2,1										
SUBCLASSLEVEL:16		KNOWN:5,3,3,2,2,2,2,1,1										
SUBCLASSLEVEL:17		KNOWN:5,3,3,2,2,2,2,2,1										
SUBCLASSLEVEL:18		KNOWN:5,3,3,2,2,2,2,2,1,1										
SUBCLASSLEVEL:19		KNOWN:5,3,3,2,2,2,2,2,2,1										
SUBCLASSLEVEL:20		KNOWN:5,3,3,2,2,2,2,2,2,2										
#												
SUBCLASS:Air Shugenja	COST:1	CHOICE:DESCRIPTOR|Air				SPELLLIST:4|Air Shugenja						
SUBCLASSLEVEL:1		KNOWN:2,1				DOMAIN:Order of the All Seeing Eye|Order of the Spring Zephyr|Order of the Ineffable Mystery						
SUBCLASSLEVEL:2		KNOWN:3,1										
SUBCLASSLEVEL:3		KNOWN:3,2										
SUBCLASSLEVEL:4		KNOWN:3,2,1										
SUBCLASSLEVEL:5		KNOWN:4,2,1										
SUBCLASSLEVEL:6		KNOWN:4,2,1,1										
SUBCLASSLEVEL:7		KNOWN:4,3,2,1										
SUBCLASSLEVEL:8		KNOWN:4,3,2,1,1										
SUBCLASSLEVEL:9		KNOWN:5,3,2,2,1										
SUBCLASSLEVEL:10		KNOWN:5,3,2,2,1,1										
SUBCLASSLEVEL:11		KNOWN:5,3,3,2,2,1										
SUBCLASSLEVEL:12		KNOWN:5,3,3,2,2,1,1										
SUBCLASSLEVEL:13		KNOWN:5,3,3,2,2,2,1										
SUBCLASSLEVEL:14		KNOWN:5,3,3,2,2,2,1,1										
SUBCLASSLEVEL:15		KNOWN:5,3,3,2,2,2,2,1										
SUBCLASSLEVEL:16		KNOWN:5,3,3,2,2,2,2,1,1										
SUBCLASSLEVEL:17		KNOWN:5,3,3,2,2,2,2,2,1										
SUBCLASSLEVEL:18		KNOWN:5,3,3,2,2,2,2,2,1,1										
SUBCLASSLEVEL:19		KNOWN:5,3,3,2,2,2,2,2,2,1										
SUBCLASSLEVEL:20		KNOWN:5,3,3,2,2,2,2,2,2,2										
#												
SUBCLASS:Earth Shugenja	COST:1	CHOICE:DESCRIPTOR|Earth				SPELLLIST:1|Earth Shugenja						
SUBCLASSLEVEL:1		KNOWN:2,1				DOMAIN:Order of the Impenetrable Crucible|Order of the Perfect Sculpture|Order of the Ineffable Mystery						
SUBCLASSLEVEL:2		KNOWN:3,1										
SUBCLASSLEVEL:3		KNOWN:3,2										
SUBCLASSLEVEL:4		KNOWN:3,2,1										
SUBCLASSLEVEL:5		KNOWN:4,2,1										
SUBCLASSLEVEL:6		KNOWN:4,2,1,1										
SUBCLASSLEVEL:7		KNOWN:4,3,2,1										
SUBCLASSLEVEL:8		KNOWN:4,3,2,1,1										
SUBCLASSLEVEL:9		KNOWN:5,3,2,2,1										
SUBCLASSLEVEL:10		KNOWN:5,3,2,2,1,1										
SUBCLASSLEVEL:11		KNOWN:5,3,3,2,2,1										
SUBCLASSLEVEL:12		KNOWN:5,3,3,2,2,1,1										
SUBCLASSLEVEL:13		KNOWN:5,3,3,2,2,2,1										
SUBCLASSLEVEL:14		KNOWN:5,3,3,2,2,2,1,1										
SUBCLASSLEVEL:15		KNOWN:5,3,3,2,2,2,2,1										
SUBCLASSLEVEL:16		KNOWN:5,3,3,2,2,2,2,1,1										
SUBCLASSLEVEL:17		KNOWN:5,3,3,2,2,2,2,2,1										
SUBCLASSLEVEL:18		KNOWN:5,3,3,2,2,2,2,2,1,1										
SUBCLASSLEVEL:19		KNOWN:5,3,3,2,2,2,2,2,2,1										
SUBCLASSLEVEL:20		KNOWN:5,3,3,2,2,2,2,2,2,2										
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Shugenja|!PREABILITY:1,CATEGORY=ACF,TYPE.ShugenjaProficiencies
#												
1	CAST:5,3	KNOWN:2,1		ABILITY:Special Ability|AUTOMATIC|Sense Elements								
2	CAST:6,4	KNOWN:2,1										
3	CAST:6,5	KNOWN:2,1										
4	CAST:6,6,3	KNOWN:3,1,0										
5	CAST:6,6,4	KNOWN:3,2,1										
6	CAST:6,6,5,3	KNOWN:3,2,1,0										
7	CAST:6,6,6,4	KNOWN:4,2,1,1										
8	CAST:6,6,6,5,3	KNOWN:4,2,1,1,0										
9	CAST:6,6,6,6,4	KNOWN:4,2,2,1,1										
10	CAST:6,6,6,6,5,3	KNOWN:4,2,2,1,1,0										
11	CAST:6,6,6,6,6,4	KNOWN:4,2,2,2,1,1										
12	CAST:6,6,6,6,6,5,3	KNOWN:4,2,2,2,1,1,0										
13	CAST:6,6,6,6,6,6,4	KNOWN:4,2,2,2,2,1,1										
14	CAST:6,6,6,6,6,6,5,3,3	KNOWN:4,2,2,2,2,1,1,0										
15	CAST:6,6,6,6,6,6,6,4,4	KNOWN:4,2,2,2,2,2,1,1										
16	CAST:6,6,6,6,6,6,6,5,5,3	KNOWN:4,2,2,2,2,2,2,1,0										
17	CAST:6,6,6,6,6,6,6,6,6,4	KNOWN:4,2,2,2,2,2,1,1,1										
