SOURCELONG:Ravenloft Player's Handbook	SOURCESHORT:RLPHB	SOURCEWEB:http://www.gozzilioni.net										
#												
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE
# Class Name req	Requirements	FINE										
# Class Name skill	Skill Pts/Lvl (STARTSKILLPTS)	Class Skill (CSKILL)						define class variables (DEFINE:variable|value	FINE	HASSUBCLASS	HASSUBSTITUTIONLEVEL	ALLOWBASECLASS
# Class Name specast	Spell Statistic (SPELLSTAT)	Spell type (SPELLTYPE)	Spellbook (SPELLBOOK/MEMORIZE)	knowspell (KNOWNSPELLS)	spell level increases (BONUS:CASTERLEVEL)	SPELLLIST						
#(level number)	ADD:SPELLCASTER o CAST	FEATAUTO proficiency	(FEATAUTO)	(SAB)	(SAB)	(DOMAIN)	(BONUS)			(DEFINE)		
CLASS:Monster Hunter	HD:6	TYPE:Prestige	ABB:Mhr	MAXLEVEL:5	SOURCEPAGE:RLPHB	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE			
CLASS:Monster Hunter	PRESKILL:3,Gather Information=5,Knowledge (The Planes)=5,Sense Motive=5	PREFEAT:2,Iron Will,Track	PRETEXT:You must have an hostile encounter with a monster.									
CLASS:Monster Hunter	STARTSKILLPTS:4	CSKILL:Concentration|Craft (Alchemy)|Decipher Script|Gather Information|Hide|Intimidate|Knowledge (Arcana)|Knowledge (Dungeoneering)|Knowledge (Local)|Knowledge (Nature)|Knowledge (Religion)|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spot|Survival										
CLASS:Monster Hunter	SPELLSTAT:INT	SPELLTYPE:Arcane	SPELLBOOK:YES		BONUS:CASTERLEVEL|Monster Hunter|CL							
#												
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|All Martial Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency									
1		AUTO:FEAT|Armor Proficiency (Light)|Armor Proficiency (Medium)										
#												
1	CAST:0,1			ABILITY:Special Ability|AUTOMATIC|Basic Studied Foe|Ranger Favored Enemy			BONUS:VAR|MonsterHunterStudiedFoeLVL|CL					
2	CAST:0,1,0			ABILITY:Special Ability|AUTOMATIC|Monster Knowledge			BONUS:VAR|MonsterKnowledge|CL					
3	CAST:0,1,1			ABILITY:Special Ability|AUTOMATIC|Craft Talisman								
4	CAST:0,2,1,0			ABILITY:Special Ability|AUTOMATIC|Hunter's Confidence								
5	CAST:0,2,1,1			ABILITY:Special Ability|AUTOMATIC|Slippery Mind								
#												
CLASS:Specialty Hunter	HD:6	TYPE:Prestige		MAXLEVEL:5	SOURCEPAGE:RLPHB	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE			
CLASS:Specialty Hunter	PRESKILL:2,Intimidate=10,Sense Motive=10	PRESKILL:1,Knowledge (The Planes)=5	PRECLASS:1,Monster Hunter=3	PRETEXT:10 ranks in a relevant Knowledge for the chosen monster type								
CLASS:Specialty Hunter	STARTSKILLPTS:4	CSKILL:Concentration|Craft (Alchemy)|Decipher Script|Gather Information|Hide|Intimidate|Knowledge (Arcana)|Knowledge (Dungeoneering)|Knowledge (Local)|Knowledge (Nature)|Knowledge (Religion)|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spot|Survival								HASSUBCLASS:YES		ALLOWBASECLASS:NO
CLASS:Specialty Hunter	SPELLSTAT:INT	SPELLTYPE:Arcane	SPELLBOOK:YES		BONUS:CASTERLEVEL|Monster Hunter|CL	SPELLLIST:1|Monster Hunter						
SUBCLASS:Specialty Hunter ~ Beast Hunter	ABB:Bhr											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Lycanthrope Resistant			BONUS:VAR|LycanthropeResistantBonus|CL					
SUBCLASSLEVEL:2							BONUS:ABILITYPOOL|Beast Hunter Courage|1					
SUBCLASS:Specialty Hunter ~ Ghost Hunter	ABB:Ghr											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Basic Turning|Ghost Hunter Turning			BONUS:ABILITYPOOL|Turn Undead|1|TYPE=ClassAbility	BONUS:VAR|TurnLevelBase|CL+classlevel("Monster Hunter")|TYPE=Level.REPLACE	BONUS:VAR|TurnDamagePlusBase|CL|TYPE=Level.REPLACE			
SUBCLASSLEVEL:2			AUTO:FEAT|Ghostsight									
SUBCLASS:Specialty Hunter ~ Vampire Hunter	ABB:Vhr											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Basic Turning|Vampire Hunter Turning			BONUS:ABILITYPOOL|Turn Undead|1|TYPE=ClassAbility	BONUS:VAR|TurnLevelBase|CL+classlevel("Monster Hunter")|TYPE=Level.REPLACE	BONUS:VAR|TurnDamagePlusBase|CL|TYPE=Level.REPLACE			
SUBCLASSLEVEL:2				ABILITY:Special Ability|AUTOMATIC|Drain Resistant								
SUBCLASS:Specialty Hunter ~ Witch Hunter	ABB:Whr											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Scent Arcane			BONUS:VAR|ScentArcaneRadius|max(30,10+5*CL)					
SUBCLASSLEVEL:2				ABILITY:Special Ability|AUTOMATIC|Hexbraker								
SUBCLASS:Specialty Hunter ~ Demon Hunter	ABB:Dhr											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Scent Infernal			BONUS:VAR|ScentInfernalRadius|max(30,10+5*CL)					
SUBCLASSLEVEL:2				ABILITY:Special Ability|AUTOMATIC|Censure Demons			BONUS:VAR|CensurePowerLVL|CL					
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|All Martial Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency									
1		AUTO:FEAT|Armor Proficiency (Light)|Armor Proficiency (Medium)										
#												
1	CAST:0,2,1,1,0						BONUS:VAR|MonsterHunterStudiedFoeLVL|CL					
2	CAST:0,2,2,1,1											
3	CAST:0,2,2,1,1,1			ABILITY:Special Ability|AUTOMATIC|Improved Critical ~ Monster Hunter								
4	CAST:0,2,2,2,1,1											
5	CAST:0,3,2,2,2,1			ABILITY:Special Ability|AUTOMATIC|Smite Enemy			BONUS:VAR|SmiteEnemyToHit|max(0,INT)	BONUS:VAR|SmiteEnemyDamage|CL	BONUS:VAR|SmiteEnemy|1			
