SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net																			
																					
###Block:Rods																					
# Equipment Name	Output Name	Type	Cost	Weight	Base Item for EQMOD		Source Page	Required Proficiency	Alternative Type	Critical Hit Multiplier	Critical Hit Range	Damage	Alternative Critical	Alternative Critical Range	Alternative Damage	Modifier	Wield Category	Size	Virtual Feat	Special Property	
Rod (Fury/+1)	OUTPUTNAME:Rod of Fury +1	TYPE:Magic.Rod	COST:26800	WT:5	BASEITEM:Rod	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														BONUS:COMBAT|AC|1|TYPE=Deflection
Rod (Fury/+2)	OUTPUTNAME:Rod of Fury +2	TYPE:Magic.Rod	COST:26800	WT:5	BASEITEM:Rod	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														BONUS:COMBAT|AC|2|TYPE=Deflection
Rod (Fury/+3)	OUTPUTNAME:Rod of Fury +3	TYPE:Magic.Rod	COST:26800	WT:5	BASEITEM:Rod	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														BONUS:COMBAT|AC|3|TYPE=Deflection
Rod (Fury/+4)	OUTPUTNAME:Rod of Fury +4	TYPE:Magic.Rod	COST:26800	WT:5	BASEITEM:Rod	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														BONUS:COMBAT|AC|4|TYPE=Deflection
Rod (Fury/+5)	OUTPUTNAME:Rod of Fury +5	TYPE:Magic.Rod	COST:26800	WT:5	BASEITEM:Rod	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														BONUS:COMBAT|AC|5|TYPE=Deflection
Rod (Interference)	OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:72000	WT:5	BASEITEM:Rod	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA													SPROP:3/day ray Will DC 19 or suppress magical effects for 1 minute.	
Warlock Sceptre		TYPE:Magic.Rod.Weapon.Simple.Melee.Bludgeoning.Mace	COST:28000	WT:6	BASEITEM:Rod	EQMOD:CHARGED_ITEM_50|CHARGES[50].MWORKW.PLUS2W	SOURCEPAGE:CA	PROFICIENCY:WEAPON|Mace (Light)		CRITMULT:x2	CRITRANGE:1	DAMAGE:1d6					WIELD:Light	SIZE:M		SPROP:+1d6/charge consumed when invoking Eldritch Blast.	BONUS:COMBAT|TOHIT.RANGED|2|TYPE=Profane
Rod (Empower/Lesser).MOD	COST:27200	SOURCEPAGE:CA														
Rod (Empower).MOD	COST:108000	SOURCEPAGE:CA														
Rod (Empower/Greater).MOD	COST:243000	SOURCEPAGE:CA														
Rod (Cooperation/Lesser)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:2700	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Cooperation)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:10500	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Cooperation/Greater)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:24300	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Sculpting/Lesser)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:5400	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Sculpting)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:21600	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Sculpting/Greater)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:48600	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Lesser)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:2700	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:10500	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Greater)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:24300	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Lesser/Acid)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:2700	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Acid)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:10500	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Greater/Acid)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:24300	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Lesser/Cold)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:2700	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Cold)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:10500	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Greater/Cold)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:24300	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Lesser/Electricity)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:2700	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Electricity)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:10500	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Greater/Electricity)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:24300	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Lesser/Fire)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:2700	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
